img_id,target,path,is_test,eval_set
dog.5397,0,../input/train/dog.5397.jpg,0,1
cat.4139,1,../input/train/cat.4139.jpg,0,1
dog.10604,0,../input/train/dog.10604.jpg,0,3
dog.10318,0,../input/train/dog.10318.jpg,0,3
cat.3512,1,../input/train/cat.3512.jpg,0,0
dog.7481,0,../input/train/dog.7481.jpg,0,1
dog.8213,0,../input/train/dog.8213.jpg,0,1
cat.7828,1,../input/train/cat.7828.jpg,0,1
cat.4252,1,../input/train/cat.4252.jpg,0,2
cat.7231,1,../input/train/cat.7231.jpg,0,2
cat.4998,1,../input/train/cat.4998.jpg,0,4
cat.2569,1,../input/train/cat.2569.jpg,0,4
cat.1678,1,../input/train/cat.1678.jpg,0,1
dog.2156,0,../input/train/dog.2156.jpg,0,4
cat.11169,1,../input/train/cat.11169.jpg,0,4
cat.3097,1,../input/train/cat.3097.jpg,0,3
cat.1784,1,../input/train/cat.1784.jpg,0,4
dog.767,0,../input/train/dog.767.jpg,0,4
cat.7052,1,../input/train/cat.7052.jpg,0,0
dog.4171,0,../input/train/dog.4171.jpg,0,4
cat.6061,1,../input/train/cat.6061.jpg,0,1
dog.9852,0,../input/train/dog.9852.jpg,0,4
dog.341,0,../input/train/dog.341.jpg,0,3
dog.11870,0,../input/train/dog.11870.jpg,0,0
dog.10473,0,../input/train/dog.10473.jpg,0,0
cat.12401,1,../input/train/cat.12401.jpg,0,4
dog.9196,0,../input/train/dog.9196.jpg,0,4
dog.1600,0,../input/train/dog.1600.jpg,0,4
dog.7170,0,../input/train/dog.7170.jpg,0,4
cat.8961,1,../input/train/cat.8961.jpg,0,1
cat.5749,1,../input/train/cat.5749.jpg,0,4
dog.7312,0,../input/train/dog.7312.jpg,0,4
dog.10912,0,../input/train/dog.10912.jpg,0,0
dog.7204,0,../input/train/dog.7204.jpg,0,2
cat.6381,1,../input/train/cat.6381.jpg,0,0
dog.10634,0,../input/train/dog.10634.jpg,0,3
dog.10933,0,../input/train/dog.10933.jpg,0,3
cat.11826,1,../input/train/cat.11826.jpg,0,4
cat.2645,1,../input/train/cat.2645.jpg,0,2
dog.9905,0,../input/train/dog.9905.jpg,0,4
dog.8586,0,../input/train/dog.8586.jpg,0,2
cat.7818,1,../input/train/cat.7818.jpg,0,0
cat.3324,1,../input/train/cat.3324.jpg,0,0
dog.1203,0,../input/train/dog.1203.jpg,0,2
cat.9328,1,../input/train/cat.9328.jpg,0,3
cat.12182,1,../input/train/cat.12182.jpg,0,0
cat.8370,1,../input/train/cat.8370.jpg,0,0
dog.7511,0,../input/train/dog.7511.jpg,0,3
dog.6986,0,../input/train/dog.6986.jpg,0,0
dog.21,0,../input/train/dog.21.jpg,0,1
cat.1500,1,../input/train/cat.1500.jpg,0,4
cat.7599,1,../input/train/cat.7599.jpg,0,2
dog.7057,0,../input/train/dog.7057.jpg,0,3
dog.8745,0,../input/train/dog.8745.jpg,0,3
cat.1221,1,../input/train/cat.1221.jpg,0,0
cat.9537,1,../input/train/cat.9537.jpg,0,1
cat.10397,1,../input/train/cat.10397.jpg,0,2
cat.4350,1,../input/train/cat.4350.jpg,0,3
cat.7878,1,../input/train/cat.7878.jpg,0,4
dog.9390,0,../input/train/dog.9390.jpg,0,4
cat.11943,1,../input/train/cat.11943.jpg,0,4
cat.10395,1,../input/train/cat.10395.jpg,0,3
cat.304,1,../input/train/cat.304.jpg,0,4
dog.3235,0,../input/train/dog.3235.jpg,0,1
cat.4363,1,../input/train/cat.4363.jpg,0,3
cat.2764,1,../input/train/cat.2764.jpg,0,1
dog.2713,0,../input/train/dog.2713.jpg,0,2
cat.6316,1,../input/train/cat.6316.jpg,0,3
cat.12102,1,../input/train/cat.12102.jpg,0,3
cat.119,1,../input/train/cat.119.jpg,0,0
cat.2555,1,../input/train/cat.2555.jpg,0,3
cat.1497,1,../input/train/cat.1497.jpg,0,0
dog.293,0,../input/train/dog.293.jpg,0,1
dog.11400,0,../input/train/dog.11400.jpg,0,3
cat.733,1,../input/train/cat.733.jpg,0,0
cat.747,1,../input/train/cat.747.jpg,0,0
dog.10978,0,../input/train/dog.10978.jpg,0,1
dog.9380,0,../input/train/dog.9380.jpg,0,2
dog.8182,0,../input/train/dog.8182.jpg,0,1
cat.7885,1,../input/train/cat.7885.jpg,0,2
cat.3327,1,../input/train/cat.3327.jpg,0,3
dog.103,0,../input/train/dog.103.jpg,0,0
cat.1990,1,../input/train/cat.1990.jpg,0,4
dog.10297,0,../input/train/dog.10297.jpg,0,0
cat.984,1,../input/train/cat.984.jpg,0,2
cat.2071,1,../input/train/cat.2071.jpg,0,1
cat.5003,1,../input/train/cat.5003.jpg,0,3
cat.3299,1,../input/train/cat.3299.jpg,0,0
cat.2715,1,../input/train/cat.2715.jpg,0,2
cat.3112,1,../input/train/cat.3112.jpg,0,0
dog.1054,0,../input/train/dog.1054.jpg,0,2
dog.6703,0,../input/train/dog.6703.jpg,0,2
dog.1448,0,../input/train/dog.1448.jpg,0,1
dog.4681,0,../input/train/dog.4681.jpg,0,4
dog.9529,0,../input/train/dog.9529.jpg,0,2
dog.6898,0,../input/train/dog.6898.jpg,0,4
cat.4579,1,../input/train/cat.4579.jpg,0,3
cat.5693,1,../input/train/cat.5693.jpg,0,1
cat.8128,1,../input/train/cat.8128.jpg,0,0
dog.334,0,../input/train/dog.334.jpg,0,2
dog.3682,0,../input/train/dog.3682.jpg,0,4
dog.1255,0,../input/train/dog.1255.jpg,0,3
dog.11721,0,../input/train/dog.11721.jpg,0,0
dog.567,0,../input/train/dog.567.jpg,0,2
dog.6169,0,../input/train/dog.6169.jpg,0,0
dog.9582,0,../input/train/dog.9582.jpg,0,4
dog.539,0,../input/train/dog.539.jpg,0,4
dog.4831,0,../input/train/dog.4831.jpg,0,0
dog.10045,0,../input/train/dog.10045.jpg,0,1
cat.2832,1,../input/train/cat.2832.jpg,0,1
dog.1918,0,../input/train/dog.1918.jpg,0,1
dog.6669,0,../input/train/dog.6669.jpg,0,3
dog.5370,0,../input/train/dog.5370.jpg,0,2
cat.8688,1,../input/train/cat.8688.jpg,0,1
dog.12,0,../input/train/dog.12.jpg,0,0
cat.10891,1,../input/train/cat.10891.jpg,0,0
cat.9085,1,../input/train/cat.9085.jpg,0,2
dog.9838,0,../input/train/dog.9838.jpg,0,1
dog.7107,0,../input/train/dog.7107.jpg,0,4
cat.7066,1,../input/train/cat.7066.jpg,0,3
dog.1183,0,../input/train/dog.1183.jpg,0,2
dog.1119,0,../input/train/dog.1119.jpg,0,3
cat.6272,1,../input/train/cat.6272.jpg,0,3
dog.12118,0,../input/train/dog.12118.jpg,0,2
cat.6839,1,../input/train/cat.6839.jpg,0,1
cat.11355,1,../input/train/cat.11355.jpg,0,4
dog.12321,0,../input/train/dog.12321.jpg,0,4
cat.4325,1,../input/train/cat.4325.jpg,0,2
dog.2822,0,../input/train/dog.2822.jpg,0,1
dog.6693,0,../input/train/dog.6693.jpg,0,3
cat.724,1,../input/train/cat.724.jpg,0,2
cat.10143,1,../input/train/cat.10143.jpg,0,3
cat.10259,1,../input/train/cat.10259.jpg,0,0
cat.7044,1,../input/train/cat.7044.jpg,0,2
dog.8211,0,../input/train/dog.8211.jpg,0,3
cat.5981,1,../input/train/cat.5981.jpg,0,0
dog.11840,0,../input/train/dog.11840.jpg,0,0
cat.2242,1,../input/train/cat.2242.jpg,0,0
dog.9868,0,../input/train/dog.9868.jpg,0,4
dog.11848,0,../input/train/dog.11848.jpg,0,0
cat.8366,1,../input/train/cat.8366.jpg,0,1
cat.11303,1,../input/train/cat.11303.jpg,0,3
dog.7866,0,../input/train/dog.7866.jpg,0,2
cat.7233,1,../input/train/cat.7233.jpg,0,2
dog.2954,0,../input/train/dog.2954.jpg,0,3
dog.9376,0,../input/train/dog.9376.jpg,0,2
dog.4403,0,../input/train/dog.4403.jpg,0,0
cat.7939,1,../input/train/cat.7939.jpg,0,0
dog.8991,0,../input/train/dog.8991.jpg,0,3
dog.6150,0,../input/train/dog.6150.jpg,0,2
dog.5691,0,../input/train/dog.5691.jpg,0,0
cat.7439,1,../input/train/cat.7439.jpg,0,0
cat.4340,1,../input/train/cat.4340.jpg,0,3
dog.658,0,../input/train/dog.658.jpg,0,3
dog.102,0,../input/train/dog.102.jpg,0,2
dog.10080,0,../input/train/dog.10080.jpg,0,3
cat.691,1,../input/train/cat.691.jpg,0,1
cat.4863,1,../input/train/cat.4863.jpg,0,2
dog.6056,0,../input/train/dog.6056.jpg,0,0
cat.8475,1,../input/train/cat.8475.jpg,0,1
cat.4076,1,../input/train/cat.4076.jpg,0,4
cat.11629,1,../input/train/cat.11629.jpg,0,2
dog.8641,0,../input/train/dog.8641.jpg,0,4
dog.8982,0,../input/train/dog.8982.jpg,0,1
dog.10686,0,../input/train/dog.10686.jpg,0,4
dog.11042,0,../input/train/dog.11042.jpg,0,0
dog.11085,0,../input/train/dog.11085.jpg,0,4
dog.3996,0,../input/train/dog.3996.jpg,0,1
cat.3514,1,../input/train/cat.3514.jpg,0,0
dog.5801,0,../input/train/dog.5801.jpg,0,0
cat.2937,1,../input/train/cat.2937.jpg,0,0
dog.8143,0,../input/train/dog.8143.jpg,0,2
cat.2682,1,../input/train/cat.2682.jpg,0,2
cat.932,1,../input/train/cat.932.jpg,0,1
cat.10123,1,../input/train/cat.10123.jpg,0,3
cat.7155,1,../input/train/cat.7155.jpg,0,0
dog.4202,0,../input/train/dog.4202.jpg,0,4
cat.104,1,../input/train/cat.104.jpg,0,0
dog.2818,0,../input/train/dog.2818.jpg,0,3
dog.7576,0,../input/train/dog.7576.jpg,0,3
cat.12333,1,../input/train/cat.12333.jpg,0,2
dog.4893,0,../input/train/dog.4893.jpg,0,1
cat.2802,1,../input/train/cat.2802.jpg,0,4
dog.1348,0,../input/train/dog.1348.jpg,0,0
dog.6531,0,../input/train/dog.6531.jpg,0,0
cat.4810,1,../input/train/cat.4810.jpg,0,1
dog.7091,0,../input/train/dog.7091.jpg,0,4
dog.10892,0,../input/train/dog.10892.jpg,0,3
dog.12106,0,../input/train/dog.12106.jpg,0,4
dog.11104,0,../input/train/dog.11104.jpg,0,4
cat.593,1,../input/train/cat.593.jpg,0,1
dog.876,0,../input/train/dog.876.jpg,0,0
dog.535,0,../input/train/dog.535.jpg,0,3
dog.11684,0,../input/train/dog.11684.jpg,0,0
dog.1936,0,../input/train/dog.1936.jpg,0,3
dog.4650,0,../input/train/dog.4650.jpg,0,3
dog.5459,0,../input/train/dog.5459.jpg,0,3
cat.2417,1,../input/train/cat.2417.jpg,0,0
dog.4479,0,../input/train/dog.4479.jpg,0,4
cat.2999,1,../input/train/cat.2999.jpg,0,3
dog.7791,0,../input/train/dog.7791.jpg,0,2
dog.9245,0,../input/train/dog.9245.jpg,0,1
dog.5799,0,../input/train/dog.5799.jpg,0,3
cat.5960,1,../input/train/cat.5960.jpg,0,1
dog.82,0,../input/train/dog.82.jpg,0,0
cat.9191,1,../input/train/cat.9191.jpg,0,1
cat.2677,1,../input/train/cat.2677.jpg,0,3
dog.4937,0,../input/train/dog.4937.jpg,0,0
cat.4377,1,../input/train/cat.4377.jpg,0,4
cat.4549,1,../input/train/cat.4549.jpg,0,0
cat.6503,1,../input/train/cat.6503.jpg,0,4
cat.12033,1,../input/train/cat.12033.jpg,0,1
cat.7444,1,../input/train/cat.7444.jpg,0,2
cat.5415,1,../input/train/cat.5415.jpg,0,4
dog.12280,0,../input/train/dog.12280.jpg,0,3
cat.11915,1,../input/train/cat.11915.jpg,0,4
dog.861,0,../input/train/dog.861.jpg,0,4
dog.11432,0,../input/train/dog.11432.jpg,0,3
cat.3187,1,../input/train/cat.3187.jpg,0,2
cat.7892,1,../input/train/cat.7892.jpg,0,2
cat.11687,1,../input/train/cat.11687.jpg,0,1
dog.2161,0,../input/train/dog.2161.jpg,0,0
cat.10650,1,../input/train/cat.10650.jpg,0,1
dog.9315,0,../input/train/dog.9315.jpg,0,1
dog.7300,0,../input/train/dog.7300.jpg,0,3
cat.9241,1,../input/train/cat.9241.jpg,0,1
dog.7529,0,../input/train/dog.7529.jpg,0,3
cat.2873,1,../input/train/cat.2873.jpg,0,3
cat.11333,1,../input/train/cat.11333.jpg,0,4
dog.7192,0,../input/train/dog.7192.jpg,0,2
cat.3925,1,../input/train/cat.3925.jpg,0,4
dog.3863,0,../input/train/dog.3863.jpg,0,1
cat.5406,1,../input/train/cat.5406.jpg,0,0
cat.627,1,../input/train/cat.627.jpg,0,0
dog.4026,0,../input/train/dog.4026.jpg,0,0
cat.6644,1,../input/train/cat.6644.jpg,0,1
dog.8731,0,../input/train/dog.8731.jpg,0,4
dog.932,0,../input/train/dog.932.jpg,0,1
dog.4778,0,../input/train/dog.4778.jpg,0,2
cat.1083,1,../input/train/cat.1083.jpg,0,3
cat.2077,1,../input/train/cat.2077.jpg,0,2
dog.8271,0,../input/train/dog.8271.jpg,0,4
cat.4809,1,../input/train/cat.4809.jpg,0,1
cat.4681,1,../input/train/cat.4681.jpg,0,4
dog.4307,0,../input/train/dog.4307.jpg,0,1
dog.11408,0,../input/train/dog.11408.jpg,0,3
dog.2808,0,../input/train/dog.2808.jpg,0,1
cat.7527,1,../input/train/cat.7527.jpg,0,0
cat.10156,1,../input/train/cat.10156.jpg,0,0
cat.217,1,../input/train/cat.217.jpg,0,1
cat.8492,1,../input/train/cat.8492.jpg,0,1
dog.3149,0,../input/train/dog.3149.jpg,0,2
dog.4435,0,../input/train/dog.4435.jpg,0,0
cat.3772,1,../input/train/cat.3772.jpg,0,1
cat.5887,1,../input/train/cat.5887.jpg,0,2
dog.7233,0,../input/train/dog.7233.jpg,0,1
cat.6500,1,../input/train/cat.6500.jpg,0,3
dog.3801,0,../input/train/dog.3801.jpg,0,0
dog.10140,0,../input/train/dog.10140.jpg,0,2
cat.10317,1,../input/train/cat.10317.jpg,0,2
cat.3407,1,../input/train/cat.3407.jpg,0,4
dog.8844,0,../input/train/dog.8844.jpg,0,2
dog.9603,0,../input/train/dog.9603.jpg,0,0
dog.2783,0,../input/train/dog.2783.jpg,0,1
cat.6605,1,../input/train/cat.6605.jpg,0,2
cat.7299,1,../input/train/cat.7299.jpg,0,4
dog.7696,0,../input/train/dog.7696.jpg,0,4
dog.6136,0,../input/train/dog.6136.jpg,0,2
dog.34,0,../input/train/dog.34.jpg,0,2
dog.11844,0,../input/train/dog.11844.jpg,0,1
dog.7410,0,../input/train/dog.7410.jpg,0,4
dog.8407,0,../input/train/dog.8407.jpg,0,0
cat.6490,1,../input/train/cat.6490.jpg,0,2
cat.8157,1,../input/train/cat.8157.jpg,0,1
cat.3777,1,../input/train/cat.3777.jpg,0,1
dog.5290,0,../input/train/dog.5290.jpg,0,0
dog.2563,0,../input/train/dog.2563.jpg,0,2
dog.7143,0,../input/train/dog.7143.jpg,0,3
cat.9587,1,../input/train/cat.9587.jpg,0,1
cat.7667,1,../input/train/cat.7667.jpg,0,2
dog.955,0,../input/train/dog.955.jpg,0,2
dog.19,0,../input/train/dog.19.jpg,0,0
dog.6382,0,../input/train/dog.6382.jpg,0,4
dog.7358,0,../input/train/dog.7358.jpg,0,0
dog.1430,0,../input/train/dog.1430.jpg,0,1
dog.6632,0,../input/train/dog.6632.jpg,0,2
dog.1808,0,../input/train/dog.1808.jpg,0,1
cat.24,1,../input/train/cat.24.jpg,0,3
dog.8017,0,../input/train/dog.8017.jpg,0,2
cat.7676,1,../input/train/cat.7676.jpg,0,2
cat.8512,1,../input/train/cat.8512.jpg,0,0
cat.8266,1,../input/train/cat.8266.jpg,0,1
dog.10188,0,../input/train/dog.10188.jpg,0,1
cat.10353,1,../input/train/cat.10353.jpg,0,0
cat.5427,1,../input/train/cat.5427.jpg,0,1
cat.1789,1,../input/train/cat.1789.jpg,0,1
cat.6074,1,../input/train/cat.6074.jpg,0,1
dog.2755,0,../input/train/dog.2755.jpg,0,2
dog.10269,0,../input/train/dog.10269.jpg,0,0
cat.8621,1,../input/train/cat.8621.jpg,0,4
dog.2122,0,../input/train/dog.2122.jpg,0,1
dog.11831,0,../input/train/dog.11831.jpg,0,2
dog.1934,0,../input/train/dog.1934.jpg,0,0
dog.1889,0,../input/train/dog.1889.jpg,0,2
cat.11852,1,../input/train/cat.11852.jpg,0,2
cat.11820,1,../input/train/cat.11820.jpg,0,4
dog.9671,0,../input/train/dog.9671.jpg,0,0
cat.8981,1,../input/train/cat.8981.jpg,0,1
cat.8649,1,../input/train/cat.8649.jpg,0,0
cat.5386,1,../input/train/cat.5386.jpg,0,1
dog.11151,0,../input/train/dog.11151.jpg,0,3
cat.2838,1,../input/train/cat.2838.jpg,0,1
dog.137,0,../input/train/dog.137.jpg,0,4
cat.3752,1,../input/train/cat.3752.jpg,0,4
dog.1234,0,../input/train/dog.1234.jpg,0,3
dog.1793,0,../input/train/dog.1793.jpg,0,0
cat.11381,1,../input/train/cat.11381.jpg,0,4
cat.12460,1,../input/train/cat.12460.jpg,0,2
cat.6356,1,../input/train/cat.6356.jpg,0,2
dog.9801,0,../input/train/dog.9801.jpg,0,3
cat.6224,1,../input/train/cat.6224.jpg,0,3
dog.7849,0,../input/train/dog.7849.jpg,0,2
cat.1069,1,../input/train/cat.1069.jpg,0,3
dog.7770,0,../input/train/dog.7770.jpg,0,1
dog.994,0,../input/train/dog.994.jpg,0,3
dog.5504,0,../input/train/dog.5504.jpg,0,0
cat.1086,1,../input/train/cat.1086.jpg,0,4
dog.8883,0,../input/train/dog.8883.jpg,0,0
dog.9554,0,../input/train/dog.9554.jpg,0,4
dog.3856,0,../input/train/dog.3856.jpg,0,1
cat.3490,1,../input/train/cat.3490.jpg,0,2
dog.982,0,../input/train/dog.982.jpg,0,3
cat.3739,1,../input/train/cat.3739.jpg,0,4
dog.6297,0,../input/train/dog.6297.jpg,0,0
cat.8306,1,../input/train/cat.8306.jpg,0,2
cat.7791,1,../input/train/cat.7791.jpg,0,1
cat.2045,1,../input/train/cat.2045.jpg,0,0
dog.4579,0,../input/train/dog.4579.jpg,0,0
dog.3752,0,../input/train/dog.3752.jpg,0,4
cat.2890,1,../input/train/cat.2890.jpg,0,3
dog.1042,0,../input/train/dog.1042.jpg,0,0
cat.2876,1,../input/train/cat.2876.jpg,0,1
dog.3193,0,../input/train/dog.3193.jpg,0,1
dog.8136,0,../input/train/dog.8136.jpg,0,3
